ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-01-01,-64.74843947000001,136.999993068425,136.99999307809875,-64.74843947000001,-64.74843947000001,201.7484325432143,201.7484325432143,201.7484325432143,201.7484325432143,201.7484325432143,201.7484325432143,0.0,0.0,0.0,136.99999307321428
2025-02-01,-18.94374788137725,129.99999511851792,129.9999951281258,-18.94374788137725,-18.94374788137725,148.94374300488883,148.94374300488883,148.94374300488883,148.94374300488883,148.94374300488883,148.94374300488883,0.0,0.0,0.0,129.99999512351158
2025-03-01,22.42823176500604,157.00000905120035,157.00000906067729,22.42823176500604,22.42823176500604,134.57177729105635,134.57177729105635,134.57177729105635,134.57177729105635,134.57177729105635,134.57177729105635,0.0,0.0,0.0,157.0000090560624
2025-04-01,68.23292399808663,137.00000143840816,137.00000144785304,68.23292399808663,68.23292399808663,68.7670774450037,68.7670774450037,68.7670774450037,68.7670774450037,68.7670774450037,68.7670774450037,0.0,0.0,0.0,137.00000144309033
2025-05-01,112.56004534306099,163.00000079020032,163.0000007997082,112.56004534306099,112.56004534306099,50.43995545194576,50.43995545194576,50.43995545194576,50.43995545194576,50.43995545194576,50.43995545194576,0.0,0.0,0.0,163.00000079500674
2025-06-01,158.66697241289077,121.00000107131434,121.00000108151339,158.66697241289077,158.66697241289077,-37.66697133678054,-37.66697133678054,-37.66697133678054,-37.66697133678054,-37.66697133678054,-37.66697133678054,0.0,0.0,0.0,121.00000107611024
2025-07-01,203.28657908802236,130.9999841568519,130.99998416664718,203.28657908802236,203.28657908802236,-72.2865949262584,-72.2865949262584,-72.2865949262584,-72.2865949262584,-72.2865949262584,-72.2865949262584,0.0,0.0,0.0,130.99998416176396
2025-08-01,249.39350602517197,125.99999973871502,125.9999997487339,249.39350602517197,249.39350602517197,-123.39350628139364,-123.39350628139364,-123.39350628139364,-123.39350628139364,-123.39350628139364,-123.39350628139364,0.0,0.0,0.0,125.99999974377833
2025-09-01,295.50043300061515,128.00000953689317,128.00000954674857,295.50043300061515,295.50043300061515,-167.50042345906033,-167.50042345906033,-167.50042345906033,-167.50042345906033,-167.50042345906033,-167.50042345906033,0.0,0.0,0.0,128.00000954155482
2025-10-01,340.1200399124219,152.000020142606,152.00002015204245,340.1200399124219,340.1200399124219,-188.12001976507028,-188.12001976507028,-188.12001976507028,-188.12001976507028,-188.12001976507028,-188.12001976507028,0.0,0.0,0.0,152.0000201473516
2025-11-01,386.22696705462215,138.00001471981332,138.00001472923645,386.22696705462215,386.22696705462215,-248.2269523302211,-248.2269523302211,-248.2269523302211,-248.2269523302211,-248.2269523302211,-248.2269523302211,0.0,0.0,0.0,138.00001472440104
