ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2026-03-01,181.86974882230942,77.57692075838128,84.68666052110278,178.3680684776632,185.4778082413421,-100.79114772102334,-100.79114772102334,-100.79114772102334,-100.79114772102334,-100.79114772102334,-100.79114772102334,0.0,0.0,0.0,81.07860110128608
2026-04-01,180.19321901408625,191.09704560073763,202.28748658712996,174.67692780810137,185.86736879365515,16.420117793470087,16.420117793470087,16.420117793470087,16.420117793470087,16.420117793470087,16.420117793470087,0.0,0.0,0.0,196.61333680755635
2026-05-01,178.57077081257998,93.22314659339987,109.522604437332,170.4778478052339,186.7773056528131,-77.25470121236165,-77.25470121236165,-77.25470121236165,-77.25470121236165,-77.25470121236165,-77.25470121236165,0.0,0.0,0.0,101.31606960021833
2026-06-01,176.89424100435681,138.94283243513067,160.48980962986815,166.10533801359878,187.65231521018774,-27.162505577985822,-27.162505577985822,-27.162505577985822,-27.162505577985822,-27.162505577985822,-27.162505577985822,0.0,0.0,0.0,149.731735426371
2026-07-01,175.27179280285054,106.07730529436249,133.39322066238282,161.28619604364687,188.60211141510945,-55.20889074982211,-55.20889074982211,-55.20889074982211,-55.20889074982211,-55.20889074982211,-55.20889074982211,0.0,0.0,0.0,120.06290205302844
2026-08-01,173.59526299462738,142.10664875468422,175.56366672374506,156.7959281690046,190.25294613582,-14.689279414773706,-14.689279414773706,-14.689279414773706,-14.689279414773706,-14.689279414773706,-14.689279414773706,0.0,0.0,0.0,158.90598357985368
2026-09-01,171.9187331864042,-2.469327193634827,37.32588373656236,152.09172133825632,191.88693226634007,-154.5610485305594,-154.5610485305594,-154.5610485305594,-154.5610485305594,-154.5610485305594,-154.5610485305594,0.0,0.0,0.0,17.35768465584482
2026-10-01,170.2962849848979,182.58229760162735,229.03451467108445,147.31925251052547,193.7714695796342,35.2630450927024,35.2630450927024,35.2630450927024,35.2630450927024,35.2630450927024,35.2630450927024,0.0,0.0,0.0,205.5593300776003
2026-11-01,168.61975517667477,84.55929435691152,136.9816999665184,142.68576550100457,195.1081711112869,-58.12647114355577,-58.12647114355577,-58.12647114355577,-58.12647114355577,-58.12647114355577,-58.12647114355577,0.0,0.0,0.0,110.49328403311901
2026-12-01,166.99730697516847,74.79244756317945,135.16782778066664,137.26273849918903,197.6381187199624,-62.4702909377789,-62.4702909377789,-62.4702909377789,-62.4702909377789,-62.4702909377789,-62.4702909377789,0.0,0.0,0.0,104.52701603738957
