ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-01-01,442.10933550000004,147.99999830240387,147.99999830821048,442.10933550000004,442.10933550000004,-294.10933719466504,-294.10933719466504,-294.10933719466504,-294.10933719466504,-294.10933719466504,-294.10933719466504,0.0,0.0,0.0,147.999998305335
2025-02-01,385.1221762994012,129.9999885125902,129.99998851829525,385.1221762994012,385.1221762994012,-255.12218778376248,-255.12218778376248,-255.12218778376248,-255.12218778376248,-255.12218778376248,-255.12218778376248,0.0,0.0,0.0,129.9999885156387
2025-03-01,333.64990346211107,134.00002219853533,134.0000222042327,333.64990346211107,333.64990346211107,-199.64988126065418,-199.64988126065418,-199.64988126065418,-199.64988126065418,-199.64988126065418,-199.64988126065418,0.0,0.0,0.0,134.0000222014569
2025-04-01,276.66274424006394,142.00002907133504,142.00002907698587,276.66274424006394,276.66274424006394,-134.6627151659236,-134.6627151659236,-134.6627151659236,-134.6627151659236,-134.6627151659236,-134.6627151659236,0.0,0.0,0.0,142.00002907414034
2025-05-01,221.51388066043106,140.00000456432815,140.000004569966,221.51388066043106,221.51388066043106,-81.51387609346989,-81.51387609346989,-81.51387609346989,-81.51387609346989,-81.51387609346989,-81.51387609346989,0.0,0.0,0.0,140.00000456696117
2025-06-01,164.52672161362935,145.99999814371645,145.9999981493827,164.52672161362935,164.52672161362935,-18.526723466966033,-18.526723466966033,-18.526723466966033,-18.526723466966033,-18.526723466966033,-18.526723466966033,0.0,0.0,0.0,145.9999981466633
2025-07-01,109.50651625865684,135.99999277550228,135.9999927810637,109.50651625865684,109.50651625865684,26.493476519603917,26.493476519603917,26.493476519603917,26.493476519603917,26.493476519603917,26.493476519603917,0.0,0.0,0.0,135.99999277826078
2025-08-01,52.652304015088106,152.99999641085185,152.99999641646988,52.652304015088106,52.652304015088106,100.34769239855972,100.34769239855972,100.34769239855972,100.34769239855972,100.34769239855972,100.34769239855972,0.0,0.0,0.0,152.9999964136478
2025-09-01,-4.2019082469593325,128.99998984034065,128.9999898456304,-4.2019082469593325,-4.2019082469593325,133.2018980898366,133.2018980898366,133.2018980898366,133.2018980898366,133.2018980898366,133.2018980898366,0.0,0.0,0.0,128.99998984287726
2025-10-01,-59.22211366386385,140.0000106132763,140.0000106187369,-59.22211366386385,-59.22211366386385,199.22212427972877,199.22212427972877,199.22212427972877,199.22212427972877,199.22212427972877,199.22212427972877,0.0,0.0,0.0,140.00001061586494
