ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-01-01,-38.748524100000004,137.0000135128414,137.00001351753562,-38.748524100000004,-38.748524100000004,175.7485376151905,175.7485376151905,175.7485376151905,175.7485376151905,175.7485376151905,175.7485376151905,0.0,0.0,0.0,137.0000135151905
2025-02-01,-5.827523432335333,115.99999929943964,115.99999930420802,-5.827523432335333,-5.827523432335333,121.82752273430683,121.82752273430683,121.82752273430683,121.82752273430683,121.82752273430683,121.82752273430683,0.0,0.0,0.0,115.99999930197149
2025-03-01,23.907817719376176,156.00000541612798,156.00000542083342,23.907817719376176,23.907817719376176,132.0921876990885,132.0921876990885,132.0921876990885,132.0921876990885,132.0921876990885,132.0921876990885,0.0,0.0,0.0,156.00000541846467
2025-04-01,56.82909864167456,129.00001365066407,129.0000136550166,56.82909864167456,56.82909864167456,72.17091501122704,72.17091501122704,72.17091501122704,72.17091501122704,72.17091501122704,72.17091501122704,0.0,0.0,0.0,129.0000136529016
2025-05-01,88.68840211059832,155.9999970977232,155.99999710229346,88.68840211059832,88.68840211059832,67.3115949893206,67.3115949893206,67.3115949893206,67.3115949893206,67.3115949893206,67.3115949893206,0.0,0.0,0.0,155.99999709991891
2025-06-01,121.60959216870297,137.999996694261,137.9999966989491,121.60959216870297,121.60959216870297,16.39040452790651,16.39040452790651,16.39040452790651,16.39040452790651,16.39040452790651,16.39040452790651,0.0,0.0,0.0,137.9999966966095
2025-07-01,154.31909327013315,139.999996749938,139.99999675454504,154.31909327013315,154.31909327013315,-14.319096518075085,-14.319096518075085,-14.319096518075085,-14.319096518075085,-14.319096518075085,-14.319096518075085,0.0,0.0,0.0,139.99999675205805
2025-08-01,188.12054084595422,141.00001478598173,141.00001479078585,188.12054084595422,188.12054084595422,-47.12052605767546,-47.12052605767546,-47.12052605767546,-47.12052605767546,-47.12052605767546,-47.12052605767546,0.0,0.0,0.0,141.00001478827875
2025-09-01,221.73142611047294,121.000011026715,121.00001103127845,221.73142611047294,221.73142611047294,-100.73141508147778,-100.73141508147778,-100.73141508147778,-100.73141508147778,-100.73141508147778,-100.73141508147778,0.0,0.0,0.0,121.00001102899516
2025-10-01,254.2573423761742,130.9999797417621,130.99997974623975,254.2573423761742,254.2573423761742,-123.2573626322051,-123.2573626322051,-123.2573626322051,-123.2573626322051,-123.2573626322051,-123.2573626322051,0.0,0.0,0.0,130.9999797439691
